年度,科目,題號,題目
114,自然,40,40.在燒瓶中裝水並加熱到沸騰後，停止加熱，塞住瓶口，翻轉倒置燒瓶，使瓶內的空氣位於上方，如圖(二十三)。此時拿一袋冰塊放在燒瓶的上方，瓶內的氣壓會改變，而水會由下而上開始冒出氣泡，是一種物理變化，如圖(二十四)。根據上述說明，關於冰塊降溫造成此現象的解釋，下列何者最合理？圖(二十三)圖(二十四)(A)瓶內的水蒸氣凝結，接著藉由水汽化達到新的平衡(B)瓶內的水蒸氣蒸發，接著藉由水汽化達到新的平衡(C)瓶內的氣壓降低，接著藉由水分解反應產生氣體達到新的平衡(D)瓶內的氣壓升高，接著藉由水分解反應產生氣體達到新的平衡
114,自然,41,41.圖(二十五)為一篇介紹零碳排放飛機文章中出現的燃料資訊圖，圖中顯示單位質量與單位體積的燃料燃燒所產生的能量之比較。以產生相同的能量為前提，與其他燃料比較，液化氫具有下列何種特點？(A)液化氫會較重，但占用的空間小(B)液化氫會較重，且占用的空間大(C)液化氫會較輕，且占用的空間小(D)液化氫會較輕，但占用的空間大
114,自然,42,42.瑞典學生拍攝影片表達節能的重要性，影片中請來奧運自行車選手踩單車發電烤吐司，最終選手踩到精疲力竭，才烤好一片吐司，如圖(二十六)，過程中發電的平均電功率約700W，總共產生的電能約0.021kWh。若以一度電3元計算，上述過程產生的電能，其對應的電費應如何計算？(A)700×3元kWh亦寫作kW．h1000(B)0.021×3元0.021×700(C)×3元10000.021×1000(D)×3元
114,自然,43,43.根據實驗結果，關於不同溫度對蒜頭變綠色的影響，下列說明何者最合理？(A)全程在10℃，變色的速率最快(B)全程在25℃，變色的速率最快(C)先低溫處理，接著改在25℃放置會減緩變色的速率(D)先低溫處理，接著改在25℃放置會加快變色的速率
114,自然,44,44.僅根據實驗三的結果，推測使蒜頭變綠色的有利環境，最可能是下列何者？(A)酸性越弱的環境(B)酸性越強的環境(C)有–COOH原子團的環境(D)沒有–COOH原子團的環境
114,自然,45,45.僅根據小花檢測的初步結果，下列推論何者最合理？(A)出血時間過短，須進一步檢查(B)出血時間於容許範圍內，可能無異常(C)出血時間於容許範圍內，但可能罹患X減少症或其他凝血因子異常(D)出血時間過長，可能罹患X減少症或其他凝血因子異常
114,自然,46,46.表中的X最可能為下列何者？(A)淋巴(B)白血球(C)紅血球(D)血小板
114,自然,47,47.阿貴在做砝碼質量為200g的實驗時，他施一個鉛直向上的定力將彈簧秤以穩定且緩慢的速度提高10cm，並使砝碼上升5cm，此過程彈簧秤拉力所作的功為多少gw．cm？(A)1000(B)1500(C)2000(D)3000
114,自然,48,48.阿貴經多次重複同樣的實驗所得結果均與圖(二十九)相同，而圖中的三點連線之延長線與縱軸F交點不是原點。若不考慮摩擦力，則關於交點不是原點的原因，下列敘述何者最合理？(A)此實驗的誤差很大(B)此實驗裝置屬於費力的簡單機械(C)阿貴所記錄彈簧秤讀數F，其數值同時受到彈簧秤質量及砝碼質量的影響(D)阿貴所記錄彈簧秤讀數F，其數值同時受到動滑輪質量及砝碼質量的影響
114,自然,49,49.考量月球在甲、乙兩處的月相，下列俯視圖何者最可能是阿平進行模擬時，球於兩處的亮暗面分布狀態？(A)(B)(C)(D)
114,自然,50,50.根據圖(三十一)模擬的月球移動路徑，當月球由甲處移動至乙處的這段時間，地球自轉或繞太陽公轉了幾圈？(A)地球大約自轉了半圈(B)地球大約自轉了15圈(C)地球繞太陽大約公轉了半圈(D)地球繞太陽大約公轉了15圈
115,國文,1,1.下列文句中的「即」字，何者為「靠近」之意？(A)被熱水燙傷之後，應該立「即」用大量冷水沖洗(B)他們兩個人的關係若「即」若離，真令人難以捉摸(C)本活動摸彩中獎者，憑票根「即」可至服務臺領取獎品(D)我不是你的傭人，別以為我可以招之「即」來，揮之即去
115,國文,2,2.「臺灣泰式餐館幾乎都供應的椒麻雞，其實是出身雲南的混血菜。滇、緬、泰、越、寮位置鄰近，料理自然互相滲透，彼此影響。這道菜傳到泰北，再到臺灣，背景是烽火連天的歲月。像當年孤軍，遊走在滇、緬、泰邊境，流著四川的麻辣血源和泰國的酸辣風格。」關於料理的敘述，下列何者最接近本文的觀點？(A)料理會因地緣關係而互相影響(B)異鄉遊子對童年吃食特別難忘(C)戰火頻仍地區的料理多半偏辣(D)餐館會依消費者需求調整口味
115,國文,3,3.【資料一】歷史，大多是猜測，剩下的，是偏見。史學家的價值判斷如同一把最尖利的剪刀，裁剪出他筆下最符合他好惡的形狀。【資料二】史學與時俱變，史學家的解釋也互有出入，那麼歷史究竟有沒有客觀性呢？其實歷史的客觀性是不容懷疑的。史學家從各種角度來觀察歷史，使歷史的面貌越來越清楚。上課時老師提供這兩則資料給同學討論，關於資料的解讀，下列何者的發言最恰當？4.根據右列資料判斷，「鬲」最可《說文解字》：「鬲，能屬於下列哪一種造字法則？鼎屬也，實五觳，斗(A)象形二升曰觳。象腹交(B)指事文，三足。」(C)會意(D)形聲
115,國文,4,4.根據右列資料判斷，「鬲」最可《說文解字》：「鬲，能屬於下列哪一種造字法則？鼎屬也，實五觳，斗(A)象形二升曰觳。象腹交(B)指事文，三足。」(C)會意(D)形聲
115,國文,5,5.「散文貴在自由□體例的自由、選材的自由、篇幅的自由、表達思想的自由。寫作者可以依憑自己的認知，採用喜歡的書寫方式。」根據文意脈絡，缺空處最適合填入下列哪一個標點符號？(A)、(B)？(C)……(D)――
115,國文,6,6.下列文句，何者用字完全正確？(A)看朋友有難，他一無反顧出面幫忙(B)我只是區區一個無名小足，人微言輕(C)各種詐騙手法層出不窮，令人防不慎防(D)早上公車發生擦撞，幸好乘客都安然無恙
115,國文,7,7.下列文句「」中的字，何者讀音正確？(A)海嘯過後，小鎮滿目「瘡」痍：ㄘㄤ(B)此事部長的心意已決，不容他人置「喙」：ㄓㄨㄛˊ(C)電影首映會當晚，導演「偕」同主要演員一起出席：ㄒㄧㄝˊ(D)這兩者「孰」輕孰重，你要考慮清楚，以免將來後悔：ㄕㄡˊ
115,國文,8,8.根據資料，下列關於《第十二夜》的推論，何者最恰當？(A)旨在陳述耶穌受難一事(B)每年固定連續演出十二天(C)劇名由來與主顯節的日期有關(D)英國宮廷因此劇而有戲劇展演的習俗
115,國文,9,9.「烘書之情何所似，有如老翁撫病子。心知元氣不可復，但求無死斯足矣。書燒之時又何其，有如慈父怒啼兒。恨死擲去不回顧，徐徐復自撫摩之。此情自痴還自笑，心血既乾轉煩惱。上壽八十能幾何，為爾多累何其多。」關於這首詩的說明，下列敘述何者最恰當？(A)「心知元氣不可復」指作者時日無多而焚書(B)「恨死擲去不回顧」代表愛書之情至死不渝(C)「徐徐復自撫摩之」表達作者不忍書燒之情(D)「上壽八十能幾何」意指書籍保存有其時限
115,國文,10,10.《魏三體石經》每字皆刻三種字體，右圖為部分拓本，已知其中二種字體為古文、1篆書。據此判斷，圖中第三種字體應為下列何者？(A)行書(B)草書(C)楷書(D)隸書
115,國文,11,11.所謂的「寫真式描寫」注重的是清楚明確，以細密的筆觸刻畫完整的形象，讓讀者有身歷其境的真實感。其描寫則依次序按部就班，傳達時力求客觀。但既是創作，就不可能像攝影一樣完全「再現」，也難免會滲入少許暗示性、象徵性的語彙。根據本文，下列何者最符合「寫真式描寫」？(A)他們明明知道要滴下眉毛上的汗珠，才能撿起田中的麥穗，而為什麼要謝天(B)他用兩手攀著上面，兩腳再向上縮，他肥胖的身子向左微傾，顯出努力的樣子(C)頃刻間這周遭瀰漫了清晨富麗的溫柔，頃刻間你的心懷也分潤了白天誕生的光榮(D)有一些事，卻像夏日的小河、冬天的落葉，像春花，也像秋草，似無所見，又非視
115,國文,12,12.宋趙彥衛《雲麓漫鈔》：「五代帝王多裹朝天襆頭，二腳上翹。四方之主，各創新樣，或翹上而反折於下，或如團扇蕉葉之狀，合抱於前。後蜀之君始以漆紗為之，楚國國主二角左右長尺餘，謂之龍角，人或誤觸之，則終日頭痛。至後漢高祖裹襆頭，左右長尺餘，橫直之，不復上翹，迄今不改。」根據本文，宋代帝王襆頭的樣式與下列何者最接近？13.齊高帝善草書，篤好不已，祖述子敬，稍乏風骨。嘗與王僧虔賭書，書畢曰：「誰為第一？」對曰：「臣書臣中第一，陛下書帝中第一。」帝笑曰：「卿可謂善自謀矣。」然高帝與僧虔賭書，亦猶雞之搏狸，稍不自知量力也。關於文中人物書法的比較，下列敘述何者最恰當？(A)作者認為高帝書法不如僧虔(B)作者認為子敬書法天下第一(C)子敬覺得高帝的草書缺乏風骨(D)僧虔自認與高帝賭書猶雞之搏狸
115,國文,13,13.齊高帝善草書，篤好不已，祖述子敬，稍乏風骨。嘗與王僧虔賭書，書畢曰：「誰為第一？」對曰：「臣書臣中第一，陛下書帝中第一。」帝笑曰：「卿可謂善自謀矣。」然高帝與僧虔賭書，亦猶雞之搏狸，稍不自知量力也。關於文中人物書法的比較，下列敘述何者最恰當？(A)作者認為高帝書法不如僧虔(B)作者認為子敬書法天下第一(C)子敬覺得高帝的草書缺乏風骨(D)僧虔自認與高帝賭書猶雞之搏狸
115,國文,14,14.2010年在名古屋舉辦的《聯合國生物多樣性公約》第10次大會，通過的20項「愛知目標」，其中一項目標是2020年底全球海洋保護區的面積要達到10%（又稱10×20目標），但這項目標後來只達到6～8%。2022年在蒙特婁舉行第15次大會，又擬定2030年以前全球的陸域和海域要有30%保護區（又稱30×30目標）。根據本文，「30×30目標」的兩個數字所代表的意義，最可能是下列何者？前者後者(A)大會舉行的年分海洋保護區的面積百分比(B)陸域和海域保護區的面積百分比預計達成目標的年分(C)預計達成目標的年分陸域和海域保護區的面積百分比(D)海洋保護區的面積百分比大會舉行的年分
115,國文,15,15.「吉爾吉斯毛氈地毯色彩鮮豔，圖案多樣，製作技藝與知識通常由家族的年長婦女傳授，完成後可用上至少30年。年長者會在動工與結束時祈福，製作時需靠團隊合作：在年長婦女的監督下，由年輕婦女執行，男性則負責剃羊毛、幫忙壓製，最後拿去販賣。這不但是吉爾吉斯人最重要的工藝之一，也有助社群凝聚，創造認同感與文化延續性，因此獲得聯合國教科文組織認可為文化遺產。」根據本文，吉爾吉斯毛氈地毯有助社群凝聚、創造認同感與文化延續性的原因，最不可能是下列何者？(A)成品可以使用至少30年(B)需要團隊分工合作才能完成(C)由年長婦女教導年輕婦女製作(D)年長者會在動工與結束時祈福
115,國文,16,16.下列友人對話中的稱謂，何者使用最恰當？17.「宋代賈似道的《促織經》是橫跨哲學、文學、醫學與口傳知識的系統性著作，足以與現代問世的偉大昆蟲手冊相提並論，而歐洲最早的昆蟲專書則是在《促織經》成書將近三百年後才出版。但賈似道的企圖心與歐洲博物學家不同，他不像他們那樣對收集充滿熱情，或想用自己的方式擁有自然界。他只想寫給喜愛鬥蟋蟀的賭徒參考。」根據本文，下列關於《促織經》的推論何者最恰當？(A)是歐洲昆蟲專書的啟蒙(B)是中國最早的跨領域學術研究(C)意在激發人們探索自然的熱情(D)教人如何提高鬥蟋蟀的致勝機率
115,國文,17,17.「宋代賈似道的《促織經》是橫跨哲學、文學、醫學與口傳知識的系統性著作，足以與現代問世的偉大昆蟲手冊相提並論，而歐洲最早的昆蟲專書則是在《促織經》成書將近三百年後才出版。但賈似道的企圖心與歐洲博物學家不同，他不像他們那樣對收集充滿熱情，或想用自己的方式擁有自然界。他只想寫給喜愛鬥蟋蟀的賭徒參考。」根據本文，下列關於《促織經》的推論何者最恰當？(A)是歐洲昆蟲專書的啟蒙(B)是中國最早的跨領域學術研究(C)意在激發人們探索自然的熱情(D)教人如何提高鬥蟋蟀的致勝機率
115,國文,18,18.「子產相鄭，往見壺丘子林，與其弟子坐，必以年。夫居相於萬乘之國，而能捨1之，謀志論行，而以心與人相索，其唯子產乎？故相鄭十八年，唯刑三人、殺二人，桃李之垂於行者，莫之援也。」關於文中子產的敘述，下列何者最恰當？2(A)求才若渴，四處招募各國的賢士(B)認為教育乃治國根本，極力興學1.以年：依年齡就座(C)推行嚴刑峻法，令人民路不拾遺2.援：採摘(D)跳脫身分貴賤的框架，以誠待人
115,國文,19,19.下列文句「」中的成語，何者使用最恰當？(A)這篇作品文采出眾，「胸無點墨」的人是寫不出來的(B)辛勤工作之餘也要適時休息，才能達到「休戚與共」(C)這兩個友好的國家交流往來頻繁，關係「間不容髮」(D)他嚮往「瓜田李下」的鄉間生活，毫不猶豫搬離市區
115,國文,20,20.蔣堂為淮南轉運使，屬縣依例致賀，皆投書即還。有一縣令使人，獨求回書，左右諭之皆不聽，呵逐亦不去，曰：「寧得罪，不得書不敢回邑。」時蘇子美在座頗駭怪，曰：「小吏如此野狠，其令可知。」蔣曰：「不然，令必能者，使人不敢慢其命令如此。」乃為簡答之，方去。子美歸吳中月餘，得蔣書曰：「縣令果能者。」遂為之延譽，後卒為名臣。關於文中人物的敘述，下列何者最恰當？(A)小吏仗勢欺人，目無尊長(B)縣令治事有方，管理嚴格(C)蔣堂寫信推薦蘇子美為吳中令(D)蘇子美有識人之明而成為名臣
115,國文,21,21.或問：「世間何物最硬？」曰：「石頭與鋼鐵。」其人曰：「石可碎，鐵可鏨，1安得為硬？以弟看來為兄面上髭鬚最硬，鐵石總不如也。」問其故，答曰：「兄面皮厚，竟被看出。」鬚者回嘲曰：「足下面皮更老，這等硬鬚還鑽不透。」根據這則笑話，以鬚者的立場來看，下列何者最硬？(A)石頭與鋼鐵(B)鬚者的面皮1.鏨：雕鑿(C)面皮上的髭鬚(D)無鬚者的面皮
115,國文,22,22.「往年士大夫好講水利。有言欲涸梁山泊以為農田者，或詰之曰：『梁山泊涸之，不幸秋夏之交，行潦四集，諸水並入，何以受之？』貢父適在坐，徐曰：『卻於泊之傍鑿一池，大小正同，則可受其水矣。』坐中皆絕倒，言者大慚沮。」關於文中眾人對水利的想法，下列敘述何者最恰當？(A)為解決梁山泊秋夏淹水的問題，士大夫提議涸梁山泊為田(B)提出詰問的人擔憂梁山泊因泥沙淤積而難以吸納大量洪水(C)貢父表面提出方法，實則藉此凸顯欲涸梁山泊為田的荒謬(D)眾人對貢父的想法不以為然，仍堅持涸梁山泊為田的建議
115,國文,23,23.【甲】寒梅清秀誰知？霜禽翠羽同期。瀟灑寒塘月淡，暗香幽意，一枝雪裡偏宜。【乙】野橋當日誰栽？前村昨夜先開。雪散珍珠亂篩，多情嬌態，一枝風送香來。甲、乙兩曲皆詠梅，下列關於二者的比較，何者敘述最恰當？(A)甲以雪喻梅，乙以珍珠喻梅(B)二者皆有視覺與嗅覺的摹寫(C)皆於首句提問，次句明確回答(D)二者的視線推移皆是由近而遠
115,國文,24,24.關於這二節詩的分析，下列敘述何者最恰當？(A)第一節以「野性」暗示作者正值年少(B)第二節以「切碎」呼應「零零落落」(C)第一節穿插驚嘆語句，表達吃不到的遺憾(D)第二節藉心肝腸肺的描摹，象徵人心險惡
115,國文,25,25.關於這二節詩的共同點，下列敘述何者最恰當？(A)皆透過描寫食物帶出生活的況味(B)皆引用典故連結食物與文化的關係(C)皆各自運用兩種顏色的對比，意象鮮明(D)皆以當季食材入詩，強調美好事物稍縱即逝
115,國文,26,26.根據甲文，下列關於垂直農場的推論，何者最恰當？(A)產量與用水量皆高出土壤種植方式(B)受天然風災直接的影響少於傳統農業(C)亞洲因生產成本較低，更適合垂直農場的發展(D)2050年全球將有七成的人必須吃垂直農場栽種的蔬菜
115,國文,27,27.「循環經濟」強調的是資源可持續回復，循環再生。乙文畫線處的做法，何者最能呼應「循環經濟」？(A)①(B)②(C)③(D)④
115,國文,28,28.乙文提及「研究人員指出這種模式可能較適合用在農業而非畜牧業」，其原因最可能是下列何者？(A)友善動物(B)生產效能(C)產品價格(D)消費需求
115,國文,29,29.根據甲、乙二文，「垂直農場」與「漂浮牧場」共同的特點不包含下列何者？(A)可以減少食物里程(B)設置地點都在城市(C)生產所需的資金成本高(D)運作時需投入大量人力
115,國文,30,30.根據本文，畫線處的文句何者最能看出爸爸對孩子的重視？(A)①(B)②(C)③(D)④
115,國文,31,31.本文中的「我」和馬爾萬，身分最可能是下列何者？(A)移民到阿拉伯半島的基督徒(B)為戰亂國家運送物資的船員(C)來自戰爭地區的穆斯林難民(D)幫災民遠離砲火摧殘的善人
115,國文,32,32.關於本文的寫作分析，下列敘述何者最恰當？(A)藉記憶中的畫面，呈現霍姆斯的今昔變化(B)列舉多個國家的名稱，凸顯了航程的漫長(C)以等待日出的場景，傳達近鄉情怯的不安(D)透過海的深廣，比喻母親話中溫暖的力量
115,國文,33,33.關於文中翰林供奉的敘述，下列何者最恰當？(A)可獨立辦公(B)有很多兼職收入(C)薪水比照八品京官(D)不能幫皇帝處理奏章
115,國文,34,34.根據本文，下列推論何者最恰當？(A)尚書和侍郎通常也兼任翰林供奉(B)翰林學士處理政務的能力優於翰林供奉(C)翰林待詔是唐玄宗重要的行政幕僚之一(D)翰林待詔與翰林學士的差別在專門品級的高低
115,國文,35,35.根據本文，下列關於投壺的敘述何者最恰當？(A)主人要讓分給客人(B)由先秦的娛樂競技演變而來(C)參賽者各以四箭算一局勝負(D)司正以三局分數的總和判定贏家
115,國文,36,36.右表為某場投壺比賽的計分表，客人投壺狀況主人投壺狀況「」表示投中，「」表示未投第一局中。根據本文及右表，下列敘述何第二局者正確？第三局(A)第一局客人勝(B)第二局主人勝(C)第三局客人勝(D)最終贏家是主人
115,國文,37,37.根據本文，關於熱帶大頭家蟻入侵肯亞保護區後的生態變化，下列敘述何者最恰當？(A)獅子數量減少(B)斑馬易受獅子攻擊(C)金合歡易受大象破壞(D)舉尾蟻不再攻擊大象
115,國文,38,38.依據本文引述的研究發現，無法說明下列何者？(A)設置保護區有助於維護自然原始生態(B)外來物種可能會對本地生態造成衝擊(C)面對環境的變遷，生命自會找到出路(D)破壞生物間的互利關係恐有連鎖反應
115,國文,39,39.根據本文，下列「」中的字何者當動詞使用？(A)「至」忠(B)弗類「若」不孝也(C)嘗從余「客」荔城(D)傳之亦所以志余「過」也
115,國文,40,40.關於文中僮僕遂的敘述，下列何者最恰當？(A)生母過世後，託人購買湯餅祭拜表達孝心(B)提醒轎夫選擇平坦的道路，以免自己受傷(C)雖想跟從主人前去杭城，最終仍聽命留下(D)流落南方不幸染疫，死後輾轉歸葬於海山
115,國文,41,41.下列文句「」中文字的解釋，何者最恰當？(A)田饒事魯哀公，而「不見察」：不懂得自我反省(B)「見食相告」者，仁也：看到食物就通知夥伴(C)夫黃鵠「一舉千里」：高踞樹頂，眼界開闊(D)「遂去之燕」，燕以為相：離開了燕國
115,國文,42,42.根據本文，田饒認為哀公晉用人才的態度，與下列何者最接近？(A)肥水不落外人田(B)遠來的和尚會念經(C)不求有功，但求無過(D)內舉不避親，外舉不避仇
115,英語,1,1. Look at the picture. All of the students who are exercising are wearing .(A) caps(B) glasses(C) jackets(D) pants
115,英語,2,2. Rita her dogs many times a day. That’s why they’re too fat.(A) feeds (B) kisses (C) walks (D) washes
115,英語,3,3. You can ask Sophia anything about butterflies and bees. She has great of insects.(A) chances (B) knowledge (C) news (D) power
115,英語,4,4. Adam slept last night because he kept waking up from bad dreams.(A) deeply (B) early (C) terribly (D) quickly
115,英語,5,5. Tara enjoys being with all kinds of animals; she even a snake as a pet.(A) drops (B) gives (C) keeps (D) makes
115,英語,6,6. Little Eric chose the doll big brown eyes because it was the cutest in the store.(A) at (B) in (C) on (D) with
115,英語,7,"7. After four hours of mountain climbing, Rosa’s legs got , so she took a rest on the topof the mountain.(A) dirty (B) sick (C) sore (D) strong"
115,英語,8,"8. Having three cups of coffee a day can’t be bad for our health, ?(A) can it (B) can they (C) is it (D) are they"
115,英語,9,9. You can’t push that door open with only one hand. It’s too heavy. You have to use !(A) all (B) another (C) both (D) one
115,英語,10,"10. Alan works hard in his new job, and he wants to know his boss feels about him.(A) how (B) that (C) whether (D) why"
115,英語,11,"11. I thought the girl was Kate, but it was her sister, Candy. They sounded almost thesame.(A) answered the phone (B) she answered the phone(C) who answered the phone (D) and answered the phone"
115,英語,12,"12. Ken is going abroad with a woman he met online, though he doesn’t know well.(A) her (B) each other (C) any (D) another"
115,英語,13,13. Joe is happy he is not at the of the class now. His grades are better than half of hisclassmates’ this school year.(A) side (B) front (C) center (D) bottom
115,英語,14,14. Look! There is not a cloud in the sky. I think the chances of getting some rain today arereally .(A) far (B) good (C) possible (D) small
115,英語,15,"15. On windy days, the flowers in my garden like shy children with their heads down.(A) bow (B) fall (C) rise (D) smell"
115,英語,16,16. Mr. Olson went to the doctor when he found he his hair. He hoped he would be ableto keep his thick hair.(A) was losing (B) is losing (C) will lose (D) has lost
115,英語,17,"17. Do you know what Lindsey’s first job was? Before becoming a movie star, she thefloors at the supermarket.(A) mops (B) is mopping (C) has mopped (D) mopped"
115,英語,18,"18. Our dog Lassie hides under the bed every time the moon comes out. She has been foryears, but we don’t know why.(A) it (B) like this (C) like us (D) that"
115,英語,19,"19. Tom: Sam, could you help me in the kitchen now?Sam: No, I TV. It’s the most important game of the season.(A) watch (B) watched (C) have watched (D) am watching"
115,英語,20,"20. Amanda wants to make fruit tea by following The Best Fruit Tea You Can Make at Home.She has several kinds of fruit in the kitchen: apples, bananas, oranges, papayas, pears, andstrawberries. Which are some of the fruits she can use to make the fruit tea?(A) Oranges, papayas and pears.(B) Apples, bananas and oranges.(C) Apples, oranges and strawberries.(D) Bananas, papayas and strawberries."
115,英語,21,"21. According to the reading, which is correct when we make the fruit tea?(A) Boiling water with sugar in it.(B) Making sure to take out the fruit.(C) Putting in the fruit and the lemon juice at the same time.(D) Leaving the teabags in the pot of hot water for 2 to 3 minutes."
115,英語,22,"22. According to the comics, what kind of person is Hawkins?(A) He sees good things in people.(B) He never goes to work on time.(C) He blindly follows other people.(D) He talks about things he can’t do."
115,英語,23,23. What does it mean when we say someone bombed something?(A) They gave it up. (B) They failed at it.(C) They were fine with it. (D) They were careful about it.
115,英語,24,24. Which question can the brochure answer?(A) Can I order tickets online?(B) How much are the tickets?(C) How can I get to the Marigolds’ Home?(D) When can I visit the Marigolds’ Home?
115,英語,25,25. What breaks the rules for visitors to the Marigolds’ Home?(A) Eating burgers in the Rose Garden.(B) Taking pictures in the Main House.(C) Entering the Rabbit’s Temple without shoes.(D) Taking pet dogs for a walk on the playground.
115,英語,26,"26. After shopping at the gift shop of the Main House, Lizzy walks out and sees the FamilyLibrary in front of her. She wants to visit the Rose Garden. How can she get there?(A) Turn left and walk past the Main House, then go straight and turn right at the corner.(B) T urn left and walk past Sir Archie’s House, then turn right and walk past the MainHouse.(C) T urn right and go straight to the Farmyard, then turn right and go straight, then turn leftat the corner.(D) Turn right and walk through the Butterfly Garden, then walk past the Rabbit’s Temple"
115,英語,27,27. Why was Beatrice Harrison called the Nightingale Lady?(A) She wrote songs about nightingales.(B) She sang as beautifully as a nightingale did.(C) She taught nightingales to sing in a radio show.(D) She was famous for playing music with nightingales.
115,英語,28,28. Which is NOT used in the reading to mean the nightingale(s) ?(A) Her visitor.(B) The little singers.(C) The artist.(D) Her garden friends.
115,英語,29,29. Why does Alex Jackson write about Rose Lacey?(A) Because she died.(B) Because she is very sick.(C) Because she is moving away.(D) Because she is leaving for another job.
115,英語,30,30. How did Rose Lacey and Alex Jackson get to know each other?(A) They met at a party. (B) They were relatives.(C) They worked in the same office. (D) They took a course on movies together.
115,英語,31,31. What is special about Rose Lacey’s articles?(A) They are important to movie makers.(B) They talk about movies from a fresh angle.(C) They give interesting information about actors.(D) They are good examples of how to write stories.
115,英語,32,32. Why does the title say “Glass Bottles’ Second Life” ?  title 標題(A) People collect sea glass and use it to make new glass bottles.(B) People collect sea glass at the beach and use it to make wishes.(C) Glass bottles that are thrown into the sea become the homes of sea animals.(D) Glass bottles that are thrown into the sea become sea glass which is used in art pieces.
115,英語,33,"33. According to the reading, how is sea glass made?(A) Sea glass becomes rounder after it is pushed up to the beach.(B) Colder sea water helps pieces of glass become sea glass faster.(C) Pieces of glass become white on the outside after many years in the sea.(D) Glass bottles break into pieces when they are dug out from the sea floor."
115,英語,34,"34. According to the reading, why will less sea glass be found in the future?(A) People do not make as many glass items as before.(B) People have learned not to throw garbage into the sea.(C) Artists are using too much sea glass in their art pieces.(D) Waves are not big enough to push sea glass up to the beach."
115,英語,35,35. What does the prevalence of English mean?(A) That English is very common.(B) That English is not welcomed.(C) That English is easy and simple.(D) That English is not a national language.
115,英語,36,"36. In the first reading, which is one of the ways that Anna Adams uses to make readers believein her ideas?(A) Sharing her own life stories.(B) Borrowing from people’s experience.(C) Using examples from another language.(D) Showing information from news reports."
115,英語,37,37. Which words in the second reading are NOT used to describe Icelandic?(A) A language in its sickbed. describe 形容(B) A dying language.(C) Our first language.(D) This beautiful language.
115,英語,38,"38. Are Anna Adams and Gunnar Eggertsson worried about the future of Icelandic?(A) No, they are not.(B) Yes, they both are.(C) Adams is, but Eggertsson is not.(D) Adams is not, but Eggertsson is."
115,英語,39,39. Which idea do Anna Adams and Gunnar Eggertsson both talk about in the readings?(A) Whether Icelanders speak better English than Icelandic.(B) Whether the number of Icelandic speakers is big enough.(C) Whether school subjects should be taught only in Icelandic.(D) Whether Iceland should allow more foreigners to work in Iceland.
115,英語,40,40. (A) give you a piece of good land(B) choose a person to be the next king(C) put the beautiful ones in my castle(D) decide who will work in my garden
115,英語,41,41. (A) But he lost his pot a few weeks later(B) Months passed but nothing grew from it(C) But soon the plant that grew from it died(D) The seed grew into a big tree in a short time
115,英語,42,42. (A) the last one to give up(B) the first one to share good news(C) the first one to bring his pot to the king(D) the only one to take good care of his plant
115,英語,43,43. (A) wise(B) strong(C) honest(D) popular
115,數學,1,1.解二元一次聯立方程式，得x值為何？2x−2y=1(A)−4(B)−2(C)2(D)4
115,數學,2,2.如圖(一)，直角柱ABCDEF的底面為正三角形，圖中標示各頂點名稱。判斷此角柱中的∠ABC、∠BCF的度數分別為何？(A)∠ABC=90°，∠BCF=90°(B)∠ABC=60°，∠BCF=60°(C)∠ABC=90°，∠BCF=60°(D)∠ABC=60°，∠BCF=90°
115,數學,3,3.若504的最簡根式為ab，則a+b之值為何？(A)13(B)19(C)20(D)50
115,數學,4,4.已知甲袋中有三顆球，球上分別標記2、3、4；乙袋中有三顆球，球上分別標記3、4、5。阿翰打算從甲、乙兩袋中各抽出一球，若甲袋中每顆球被抽出的機會相等，乙袋中每顆球被抽出的機會相等，則抽出的兩球上的數字，總和為多少的機率最大？(A)6(B)7(C)8(D)9
115,數學,5,5.算式2.45×98.7−(−0.55)×98.7之值介於下列哪兩個數之間？(A)150，200(B)200，250(C)250，300(D)300，350
115,數學,6,6.小彭的農園將收成的文旦根據每顆的重量分為小果、中果、大果，再根據每顆的品質分為良級、優級、特級，分類後各類別的總重量如表(一)所示。表(一)因為被分類為良級或大果的文旦不受喜愛，所以小彭僅將其餘的文旦都包裝成禮盒販售，求包裝成禮盒販售的文旦總共有多少公斤？(A)620(B)630(C)700(D)720
115,數學,7,7.計算多項式4x2−3x−5除以x+2後，所得商式與餘式兩者之和為何？(A)4x+6(B)4x+10(C)−7x−5(D)−11x−1
115,數學,8,8.有一培養皿上均勻分布細菌，圖(二)是培養皿與其俯視圖，生物學家在培養皿上選定四個圓形區域，區域面積越大所含細菌數越多。若圖中甲、乙、丙三個區域細菌的數量分別為4.4×105個、7.3×106個、5.4×107個，則下列何者可能是丁區域細菌的數量？(A)1.7×105個(B)1.7×106個(C)1.7×107個(D)1.7×108個
115,數學,9,9.已知一元二次方程式2x(x+7)−10(x+7)=0的兩根為a、b，且a>b，求a+2b之值為何？(A)−13(B)−9(C)−4(D)
115,數學,10,10.某書店舉辦優惠活動，購買的書原價合計滿1100元折扣200元，圖(三)為兄妹兩人的對話情形。圖(三)根據圖中的對話計算，妹妹要買的書原價為多少元？(A)360(B)380(C)460(D)480
